Level, Pohlig-Hellman, Shanks, Pollard-Rho
10000000000,0.00786600112915,0.0712536334991,0.231451511383
100000000000,0.0170523285866,0.289626657963,0.781698048115
1000000000000,0.0521184206009,0.970001876354,2.56809211969
10000000000000,0.211436545849,2.98533924818,8.95892891884
100000000000000,0.645241510868,10.5419028282,27.3450925231
